image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6126/9781612680194.jpg,Rich Dad Poor Dad,Robert T. Kiyosaki,Paperback,4.0,7.34,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000011.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473637467.jpg,Factfulness,Hans Rosling,Hardback,4.5,11.82,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000012.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0612/9780061241895.jpg,influence,Robert B. Cialdini,Paperback,4.0,11.38,$,19.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000013.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8479/9781847941497.jpg,Never Split the Difference,Chris Voss,Paperback,4.5,7.69,$,8.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000014.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5011/9781501124020.jpg,Principles,Ray Dalio,Hardback,4.0,18.34,$,30.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000015.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753557525.jpg,Elon Musk,Ashlee Vance,Paperback,4.0,7.61,$,7.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000016.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509868087.jpg,Bad Blood,John Carreyrou,Paperback,4.5,8.4,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000017.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472103536.jpg,Legacy,James Kerr,Paperback,4.0,9.7,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000018.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6709/9780670921607.jpg,The Lean Startup,Eric Ries,Paperback,4.0,11.5,$,21.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000019.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5956/9781595620156.jpg,StrengthsFinder 2.0,Tom Rath,Hardback,4.0,17.97,$,22.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000020.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0918/9780091816971.jpg,Who Moved My Cheese,Spencer Johnson,Paperback,4.0,6.15,$,8.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000021.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3494/9780349411903.jpg,Deep Work,Cal Newport,Paperback,4.0,11.54,$,20.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000022.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471146725.jpg,Shoe Dog,Phil Knight,Paperback,4.5,9.07,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000023.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0993/9780099302780.jpg,"Guns, Germs And Steel",Jared Diamond,Paperback,4.0,13.17,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000024.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753555200.jpg,Zero to One,Blake Masters,Paperback,4.0,9.7,$,11.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000025.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3166/9780316679077.jpg,The Tipping Point,Malcolm Gladwell,Paperback,4.0,7.55,$,8.8,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000026.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753541647.jpg,Lean In,Sheryl Sandberg,Paperback,4.0,9.76,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000027.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753510995.jpg,"Screw It, Let's Do It",Sir Richard Branson,Paperback,4.0,4.15,$,4.7,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000028.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4512/9780451205360.jpg,The Richest Man In Babylon,George S. Clason,Paperback,4.5,8.07,$,10.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000029.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041273.jpg,Tools of Titans,Timothy Ferriss,Paperback,4.0,18.23,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000030.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3454/9780345472328.jpg,Mindset,Carol S. Dweck,Paperback,4.0,13.41,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000031.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7812/9781781251492.jpg,The Obstacle is the Way,Ryan Holiday,Paperback,4.0,8.86,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000032.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6709/9780670923175.jpg,Leaders Eat Last,Simon Sinek,Paperback,4.0,10.62,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000033.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3745/9780374533557.jpg,"Thinking, Fast and Slow",Daniel Kahneman,Paperback,4.0,12.92,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000034.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141040011.jpg,Nudge,Richard H. Thaler,Paperback,4.0,9.73,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000035.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091906818.jpg,How to Win Friends and Influence People,Dale Carnegie,Paperback,4.0,10.01,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000036.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0717/9780071771320.jpg,"Crucial Conversations: Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,Paperback,4.0,14.34,$,20.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000037.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6045/9781604591873.jpg,Think and Grow Rich,Napoleon Hill,Paperback,4.0,9.06,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000038.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5998/9781599869773.jpg,The Art of War,Sun Tzu,Paperback,4.0,5.04,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000039.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7148/9780714843377.jpg,"It's Not How Good You Are, It's How Good You Want to Be",Paul Arden,Paperback,3.5,7.09,$,7.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000040.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241341032.jpg,Everything is Figureoutable,Marie Forleo,Paperback,4.5,14.72,$,16.92,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000041.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4708/9780470876411.jpg,Business Model Generation,Alexander Osterwalder,Paperback,4.0,21.67,$,29.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000042.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8479/9781847940933.jpg,Getting to Yes,Roger Fisher,Paperback,4.0,9.78,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000043.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753555163.jpg,Essentialism,Greg McKeown,Paperback,4.0,12.81,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000044.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8873/9780887307287.jpg,The E-Myth Revisited,Michael E. Gerber,Paperback,4.0,12.78,$,22.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000045.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5931/9781593157241.jpg,The Compound Effect,Darren Hardy,Paperback,4.5,12.23,$,12.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000046.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473637474.jpg,Factfulness,Hans Rosling,Paperback,4.5,8.8,$,9.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000047.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4087/9781408703748.jpg,Steve Jobs: The Exclusive Biography,Walter Isaacson,Hardback,4.0,21.92,$,31.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000048.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091906351.jpg,How to Win Friends and Influence People,Dale Carnegie,Paperback,4.0,7.06,$,10.73,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000049.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241217931.jpg,#Girlboss,Sophia Amoruso,Paperback,3.5,7.44,$,9.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000050.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062018205.jpg,"Predictably Irrational, Revised",Dr Dan Ariely,Paperback,4.0,8.58,$,9.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000051.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846683145.jpg,The Checklist Manifesto,Atul Gawande,Paperback,4.0,9.04,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000052.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451639612.jpg,The 7 Habits of Highly Effective People,Dr Stephen R Covey,Paperback,4.0,14.37,$,19.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000053.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6744/9780674430006.jpg,Capital in the Twenty-First Century,Thomas  Piketty,Hardback,4.0,36.52,$,38.91,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000054.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7432/9780743200400.jpg,One Up On Wall Street,Peter Lynch,Paperback,4.0,10.95,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000055.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/2501/9781250183866.jpg,Extreme Ownership,Jocko Willink,Hardback,4.5,16.1,$,27.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000056.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5854/9781585424337.jpg,Think and Grow Rich,Napoleon Hill,Paperback,4.0,9.23,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000057.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141985138.jpg,How to Change Your Mind,Michael Pollan,Paperback,4.5,10.28,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000058.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141034591.jpg,The Black Swan,Nassim Nicholas Taleb,Paperback,4.0,10.72,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000059.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8129/9780812981605.jpg,The Power of Habit,Charles Duhigg,Paperback,4.0,13.78,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000060.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7879/9780787960759.jpg,The Five Dysfunctions of a Team,Patrick M. Lencioni,Hardback,4.0,15.98,$,21.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000061.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4221/9781422188613.jpg,"The First 90 Days, Updated and Expanded",Michael D. Watkins,Hardback,4.0,15.91,$,22.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000062.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7812/9781781250914.jpg,Mastery,Robert Greene,Paperback,4.5,14.4,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000063.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7126/9780712676090.jpg,Good To Great,Jim Collins,Hardback,4.0,22.21,$,26.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000064.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0622/9780062273208.jpg,The Hard Thing About Hard Things,Ben Horowitz,Hardback,4.0,15.88,$,30.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000065.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476714202.jpg,Relentless,Tim S. Grover,Paperback,4.0,9.4,$,17.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000066.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2411/9780241184837.jpg,Hooked,Nir Eyal,Hardback,4.0,13.76,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000067.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7812/9781781257029.jpg,Ego is the Enemy,Ryan Holiday,Paperback,4.0,9.04,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000068.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9064/9781906465599.jpg,Think and Grow Rich,Napoleon Hill,Hardback,4.0,10.87,$,12.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000069.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4711/9781471129391.jpg,7 Habits Of Highly Effective People,Stephen R. Covey,Paperback,4.0,14.07,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000070.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091929787.jpg,ReWork,David Heinemeier Hansson,Paperback,4.0,12.91,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000071.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7611/9780761178972.jpg,Show Your Work!,Austin Kleon,Paperback,4.0,8.94,$,11.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000072.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509845385.jpg,Radical Candor,Kim Scott,Paperback,4.0,7.79,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000073.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7812/9781781259191.jpg,The Laws of Human Nature,Robert Greene,Paperback,4.5,18.43,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000074.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465050659.jpg,The Design of Everyday Things,Donald A. Norman,Paperback,4.0,14.22,$,,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000075.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4088/9781408893210.jpg,Utopia for Realists,Rutger Bregman,Paperback,4.0,8.77,$,11.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000076.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1194/9781119404507.jpg,The Little Book of Common Sense Investing,John C. Bogle,Hardback,4.0,13.91,$,21.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000077.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6709/9780670919536.jpg,The Personal MBA,Josh Kaufman,Paperback,4.0,12.52,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000078.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141038223.jpg,Antifragile,Nassim Nicholas Taleb,Paperback,4.0,11.6,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000079.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2411/9780241187296.jpg,Together is Better,Simon Sinek,Hardback,4.0,13.24,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000080.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141031484.jpg,Fooled by Randomness,Nassim Nicholas Taleb,Paperback,4.0,9.96,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000081.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143115267.jpg,Nudge,Richard H. Thaler,Paperback,4.0,11.7,$,13.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000082.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718184377.jpg,The Ladybird Book of the Meeting,Jason Hazeley,Hardback,4.0,7.83,$,10.3,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000083.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141016405.jpg,Purple Cow,Seth Godin,Paperback,3.5,9.04,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000084.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7535/9780753539477.jpg,The Happiness Advantage,Shawn Achor,Paperback,4.0,9.83,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000085.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0666/9780066620992.jpg,Good to Great,James Collins,Hardback,4.0,20.35,$,22.59,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000086.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3408/9780340839966.jpg,Liar's Poker,Michael Lewis,Paperback,4.0,7.83,$,12.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000087.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9784/9780978440749.jpg,Coaching Habit,Michael Bungay Stanier,Paperback,4.0,9.32,$,13.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000088.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9743/9780974320625.jpg,Emotional Intelligence 2.0,Travis Bradberry,Hardback,4.0,18.68,$,18.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000089.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447286318.jpg,The $100 Startup,Chris Guillebeau,Paperback,4.0,8.24,$,12.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000090.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785041853.jpg,Tribe of Mentors,Timothy Ferriss,Paperback,4.0,18.77,$,21.5,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000091.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0607/9780060752613.jpg,Intelligent Investor,Benjamin Graham,Hardback,4.0,17.69,$,31.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000092.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1430/9780143039884.jpg,Eichmann in Jerusalem,Hannah Arendt,Paperback,4.0,11.95,$,13.9,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000093.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0613/9780061336454.jpg,Secrets of the Millionaire Mind,T Harv Eker,Paperback,4.0,6.89,$,8.12,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000094.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8440/9781844081820.jpg,The Glass Castle,Jeannette Walls,Paperback,4.5,7.68,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000095.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8657/9780865717657.jpg,The Market Gardener,Jean-Martin Fortier,Paperback,4.5,18.18,$,18.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000096.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4492/9780449214923.jpg,Think and Grow Rich,Napoleon Hill,Paperback,4.0,6.76,$,7.2,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000097.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241370148.jpg,This is Marketing,Seth Godin,Paperback,4.0,14.65,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000098.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2737/9780273710516.jpg,The Pyramid Principle,Barbara Minto,Hardback,4.0,30.32,$,48.14,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000099.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1188/9781118821152.jpg,The Essays of Warren Buffett,Lawrence A. Cunningham,Paperback,4.5,14.79,$,21.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000100.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8129/9780812973815.jpg,The Black Swan: Second Edition,Nassim Nicholas Taleb,Paperback,4.0,15.01,$,18.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000101.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1189/9781118968055.jpg,Value Proposition Design,Alexander Osterwalder,Paperback,4.5,23.37,$,30.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000102.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5897/9781589795471.jpg,The Millionaire Next Door,Thomas J. Stanley,Paperback,4.0,11.12,$,14.95,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000103.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5930/9780593076118.jpg,Sprint,Jake Knapp,Paperback,4.0,18.42,$,21.1,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000104.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8440/9781844086825.jpg,Half The Sky,Nicholas D. Kristof,Paperback,4.5,11.78,$,16.0,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000105.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099519850.jpg,The Talent Code,Daniel Coyle,Paperback,4.0,9.05,$,11.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000106.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4714/9780471445500.jpg,Common Stocks and Uncommon Profits and Other Writings,Philip A. Fisher,Paperback,4.0,15.81,$,21.4,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000107.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6103/9781610392761.jpg,The Culture Map,Erin Meyer,Paperback,4.5,10.09,$,12.99,9780000000000.0,Business-Finance-Law,dataset/Business-Finance-Law/0000108.jpg
